Athlete_Comp,Metric,Finish,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
ITO Miki - JPN - Canadian Selections 2 - 2019 - Qualification 1,70.56,4,Women,17.1,16.8,17.7,16.9,16.3,4.2,5.2,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,ITO Miki - JPN
KOEHLER Kaylee - CAN - Canadian Selections 1 - 2019 - Qualification 1,63.51,9,Women,13.7,14.8,16.6,14.6,15.0,5.1,6.7,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,KOEHLER Kaylee - CAN
MALHERBE Malica - CAN - Canada Cup 2 - 2019 - Final 1,32.44,9,Women,13.0,12.6,13.0,12.9,12.7,5.5,5.7,Finals,2019,2019-Canada Cup 2,Final 1,0.0,MALHERBE Malica - CAN
MIYAMOTO Juri - JPN - Canadian Selections 1 - 2019 - Qualification 1,35.74,16,Women,12.4,12.0,13.6,13.0,14.0,6.3,6.4,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,MIYAMOTO Juri - JPN
BUTTERWORTH Cassidy - CAN - Canadian Selections 1 - 2019 - Qualification 1,44.69,14,Women,14.0,13.3,12.6,13.3,11.4,5.6,6.2,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,BUTTERWORTH Cassidy - CAN
MIKKELSEN Maya - CAN - Canadian Selections 2 - 2019 - Qualification 1,53.72,12,Women,14.0,13.0,13.9,14.6,12.0,5.0,5.6,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,MIKKELSEN Maya - CAN
BEAULIEU Maëlle - CAN - Canada Cup 2 - 2019 - Qualification 1,41.38,15,Women,13.0,13.9,12.9,12.8,12.3,6.4,6.2,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,BEAULIEU Maëlle - CAN
LE BRASSARD Noemie - CAN - Canada Cup 1 - 2019 - Qualification 2,49.78,14,Women,13.8,13.0,13.1,13.1,12.4,4.8,4.6,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,LE BRASSARD Noemie - CAN
KOEHLER Kaylee - CAN - Canada Cup 2 - 2019 - Qualification 1,74.04,1,Women,16.6,16.7,18.0,16.3,16.1,8.2,8.3,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,KOEHLER Kaylee - CAN
MIYAMOTO Juri - JPN - Canadian Selections 2 - 2019 - Qualification 1,60.32,9,Women,14.3,15.7,15.4,15.6,14.6,5.8,6.1,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,MIYAMOTO Juri - JPN
HURRY Kiera - CAN - Canada Cup 1 - 2019 - Qualification 1,44.13,20,Women,12.3,12.2,12.3,13.4,14.2,3.8,4.2,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,HURRY Kiera - CAN
TODD Kassidy - CAN - Canada Cup 1 - 2019 - Qualification 1,60.13,7,Women,15.8,15.6,16.1,15.6,15.8,6.0,6.1,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,TODD Kassidy - CAN
LABELLE Cassandre - CAN - Canada Cup 1 - 2019 - Qualification 2,55.03,8,Women,12.6,13.8,13.9,12.6,13.8,5.6,5.0,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,LABELLE Cassandre - CAN
YANAGIMOTO Rino - JPN - Canadian Selections 1 - 2019 - Final 1,64.65,5,Women,17.7,16.7,16.3,16.7,17.2,5.4,5.8,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,YANAGIMOTO Rino - JPN
TODD Kassidy - CAN - Canada Cup 1 - 2019 - Qualification 2,69.83,1,Women,15.4,15.6,15.5,15.0,15.6,7.6,7.9,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,TODD Kassidy - CAN
CONN Lynette - CAN - Canada Cup 2 - 2019 - Qualification 2,13.41,18,Women,11.1,11.0,10.3,13.2,11.9,6.7,6.8,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,CONN Lynette - CAN
LINTON Jessica - CAN - Canada Cup 2 - 2019 - Final 1,66.23,2,Women,14.8,14.9,16.6,14.4,15.0,7.0,7.1,Finals,2019,2019-Canada Cup 2,Final 1,0.0,LINTON Jessica - CAN
ITO Miki - JPN - Canadian Selections 1 - 2019 - Final 1,72.37,3,Women,17.8,16.8,16.2,16.7,17.0,4.3,6.2,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,ITO Miki - JPN
SPARROW Demitra - CAN - Canada Cup 2 - 2019 - Qualification 1,48.29,11,Women,12.5,14.4,12.3,13.9,14.3,5.7,5.8,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,SPARROW Demitra - CAN
VAILLANCOURT Sandrine - CAN - Canadian Selections 1 - 2019 - Qualification 1,66.78,8,Women,15.6,14.6,13.1,15.7,15.6,6.2,6.5,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,VAILLANCOURT Sandrine - CAN
URTON Melisa - CAN - Canada Cup 2 - 2019 - Qualification 1,36.86,19,Women,12.5,12.5,12.6,12.6,12.9,5.0,5.0,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,URTON Melisa - CAN
MIYAMOTO Juri - JPN - Canadian Selections 1 - 2019 - Qualification 2,58.08,4,Women,14.2,14.8,13.7,15.3,14.0,6.5,5.7,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,MIYAMOTO Juri - JPN
VAILLANCOURT Sandrine - CAN - Canadian Selections 2 - 2019 - Qualification 1,60.31,10,Women,16.2,13.2,15.8,14.9,14.1,5.5,5.1,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,VAILLANCOURT Sandrine - CAN
TAKAHASHI Shiori - JPN - Canadian Selections 2 - 2019 - Qualification 2,62.75,2,Women,14.3,15.5,15.7,15.7,15.6,5.8,5.8,Qualification,2019,2019-Canadian Selections 2,Qualification 2,0.0,TAKAHASHI Shiori - JPN
KOEHLER Kaylee - CAN - Canadian Selections 1 - 2019 - Qualification 2,62.75,2,Women,13.9,14.3,15.0,15.0,16.1,5.8,5.7,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,KOEHLER Kaylee - CAN
SAYERS Jana - CAN - Canada Cup 2 - 2019 - Qualification 1,46.16,12,Women,14.1,14.5,14.2,12.7,12.9,6.8,6.9,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,SAYERS Jana - CAN
SCHWINGHAMER Mackenzie - CAN - Canada Cup 1 - 2019 - Final 1,73.42,1,Women,16.0,16.3,16.0,16.3,16.0,7.8,8.0,Finals,2019,2019-Canada Cup 1,Final 1,0.0,SCHWINGHAMER Mackenzie - CAN
WOLFE Marie  Elizabeth - CAN - Canada Cup 1 - 2019 - Qualification 2,51.15,13,Women,12.8,13.8,12.9,13.1,12.4,5.3,5.4,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,WOLFE Marie  Elizabeth - CAN
BERGEVIN Mikela - CAN - Canadian Selections 1 - 2019 - Final 1,62.76,7,Women,14.9,15.4,15.8,15.3,16.6,4.3,4.0,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,BERGEVIN Mikela - CAN
ALLARD Nalya - CAN - Canada Cup 1 - 2019 - Qualification 1,55.09,11,Women,14.3,13.7,13.5,13.8,13.2,4.8,4.5,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,ALLARD Nalya - CAN
CLEGG Sina - CAN - Canada Cup 2 - 2019 - Qualification 2,51.44,6,Women,14.8,14.9,13.3,14.5,14.5,8.2,8.1,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,CLEGG Sina - CAN
TAKAHASHI Shiori - JPN - Canadian Selections 2 - 2019 - Qualification 1,53.6,13,Women,15.3,12.9,15.9,15.6,10.1,4.9,5.0,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,TAKAHASHI Shiori - JPN
LINTON Jessica - CAN - Canadian Selections 1 - 2019 - Qualification 2,8.32,12,Women,12.5,13.3,11.0,12.9,13.0,5.4,4.6,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,LINTON Jessica - CAN
BUTTERWORTH Cassidy - CAN - Canadian Selections 2 - 2019 - Qualification 1,49.08,16,Women,12.7,14.4,13.4,14.0,13.4,6.0,6.8,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,BUTTERWORTH Cassidy - CAN
TODD Kassidy - CAN - Canadian Selections 1 - 2019 - Qualification 2,20.3,11,Women,14.1,13.6,12.8,14.0,12.8,6.9,7.0,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,TODD Kassidy - CAN
PERNITSKY Lillian - CAN - Canada Cup 2 - 2019 - Qualification 1,59.99,5,Women,16.0,15.5,14.0,15.2,15.4,6.8,6.5,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,PERNITSKY Lillian - CAN
ENGLISH Karisa - CAN - Canada Cup 1 - 2019 - Qualification 1,50.86,16,Women,13.8,14.0,14.2,13.7,14.3,6.0,5.8,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,ENGLISH Karisa - CAN
PERNISIE Hailie - CAN - Canada Cup 2 - 2019 - Qualification 2,9.35,20,Women,10.8,10.0,11.6,11.4,12.0,4.8,4.9,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,PERNISIE Hailie - CAN
BUTTERWORTH Cassidy - CAN - Canada Cup 1 - 2019 - Final 1,59.06,6,Women,14.5,14.6,14.9,14.7,14.8,5.8,5.5,Finals,2019,2019-Canada Cup 1,Final 1,0.0,BUTTERWORTH Cassidy - CAN
MACDONALD Ainsley - CAN - Canadian Selections 1 - 2019 - Qualification 2,26.36,10,Women,11.7,11.8,10.7,12.8,10.0,3.1,3.9,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,MACDONALD Ainsley - CAN
TURGEON Laurane - CAN - Canada Cup 1 - 2019 - Qualification 2,54.14,11,Women,12.0,12.2,14.0,12.2,13.7,6.5,6.4,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,TURGEON Laurane - CAN
TODD Kassidy - CAN - Canadian Selections 2 - 2019 - Qualification 1,57.6,11,Women,15.3,15.4,14.1,14.5,12.9,4.6,4.7,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,TODD Kassidy - CAN
SCHWINGHAMMER Maia - CAN - Canadian Selections 2 - 2019 - Qualification 1,75.16,1,Women,17.0,17.5,18.0,18.1,18.2,6.5,6.2,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,SCHWINGHAMMER Maia - CAN
GODBOUT Rowanne - CAN - Canada Cup 1 - 2019 - Qualification 1,54.36,13,Women,15.4,13.1,13.6,14.4,15.7,6.0,5.7,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,GODBOUT Rowanne - CAN
OGIHARA Nagi - JPN - Canadian Selections 1 - 2019 - Qualification 1,71.85,3,Women,16.9,17.0,16.2,16.8,18.5,5.3,4.1,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,OGIHARA Nagi - JPN
GIBSON Olivia - CAN - Canada Cup 2 - 2019 - Qualification 1,55.96,6,Women,14.4,14.8,14.7,14.0,14.7,7.2,7.4,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,GIBSON Olivia - CAN
TODD Kassidy - CAN - Canadian Selections 1 - 2019 - Final 1,63.0,6,Women,16.1,16.2,14.8,15.3,14.9,5.5,5.7,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,TODD Kassidy - CAN
KOEHLER Ashley - CAN - Canada Cup 2 - 2019 - Qualification 2,56.84,3,Women,13.2,14.0,16.4,15.2,14.5,8.1,8.1,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,KOEHLER Ashley - CAN
DESMARAIS GILBERT Laurianne - CAN - Canadian Selections 1 - 2019 - Qualification 1,67.54,6,Women,17.2,16.4,16.7,16.6,17.0,7.3,7.0,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,DESMARAIS GILBERT Laurianne - CAN
WOLFE Marie  Elizabeth - CAN - Canada Cup 1 - 2019 - Qualification 1,52.05,15,Women,12.4,13.8,13.5,13.1,13.4,4.4,4.5,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,WOLFE Marie  Elizabeth - CAN
DESMARAIS GILBERT Laurianne - CAN - Canadian Selections 2 - 2019 - Qualification 1,64.38,7,Women,17.1,16.4,16.0,16.3,14.7,6.8,6.2,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,DESMARAIS GILBERT Laurianne - CAN
BOULIANNE Annarose - CAN - Canada Cup 1 - 2019 - Qualification 2,56.97,4,Women,13.8,14.3,13.6,13.4,14.0,5.6,5.7,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,BOULIANNE Annarose - CAN
MIKKELSEN Maya - CAN - Canadian Selections 1 - 2019 - Qualification 2,46.09,9,Women,14.3,14.9,13.1,14.2,14.5,3.7,3.8,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,MIKKELSEN Maya - CAN
KOEHLER Kaylee - CAN - Canadian Selections 1 - 2019 - Final 1,59.14,10,Women,15.0,15.2,15.6,15.0,16.0,5.7,6.0,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,KOEHLER Kaylee - CAN
TAKAHASHI Shiori - JPN - Canadian Selections 1 - 2019 - Qualification 2,47.1,7,Women,13.7,12.8,13.7,14.0,12.0,4.9,4.2,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,TAKAHASHI Shiori - JPN
MIYAMOTO Juri - JPN - Canadian Selections 1 - 2019 - Final 1,49.94,12,Women,15.7,15.0,14.6,14.7,15.2,4.5,4.3,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,MIYAMOTO Juri - JPN
KOEHLER Kaylee - CAN - Canadian Selections 2 - 2019 - Qualification 2,62.43,3,Women,15.7,15.4,14.7,14.8,17.9,4.8,5.2,Qualification,2019,2019-Canadian Selections 2,Qualification 2,0.0,KOEHLER Kaylee - CAN
CONN Lynette - CAN - Canada Cup 2 - 2019 - Qualification 1,40.77,16,Women,13.2,13.6,13.8,10.9,10.4,5.1,5.1,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,CONN Lynette - CAN
LABELLE Cassandre - CAN - Canadian Selections 1 - 2019 - Qualification 2,50.72,6,Women,12.3,12.8,13.0,15.0,13.2,3.7,2.6,Qualification,2019,2019-Canadian Selections 1,Qualification 2,0.0,LABELLE Cassandre - CAN
ITO Miki - JPN - Canadian Selections 1 - 2019 - Qualification 1,68.75,5,Women,16.4,15.4,16.1,16.4,16.0,5.3,5.4,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,ITO Miki - JPN
GHERT Talya - CAN - Canada Cup 2 - 2019 - Qualification 2,17.08,16,Women,13.3,13.0,12.9,14.0,14.0,3.8,3.9,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,GHERT Talya - CAN
JEHN Kate - CAN - Canada Cup 2 - 2019 - Qualification 1,34.33,22,Women,11.3,11.7,12.2,11.3,11.5,4.3,4.2,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,JEHN Kate - CAN
DAMBERGS Ella - CAN - Canada Cup 2 - 2019 - Qualification 1,12.75,27,Women,11.7,12.1,12.0,10.3,11.3,1.8,1.8,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,DAMBERGS Ella - CAN
KOEHLER Ashley - CAN - Canada Cup 1 - 2019 - Qualification 1,73.72,1,Women,16.0,15.8,16.1,16.0,16.2,7.6,7.8,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,KOEHLER Ashley - CAN
OGIHARA Nagi - JPN - Canadian Selections 2 - 2019 - Qualification 1,74.56,2,Women,16.7,17.9,18.4,17.3,18.6,5.2,4.5,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,OGIHARA Nagi - JPN
CLEGG Sina - CAN - Canada Cup 2 - 2019 - Final 1,19.36,10,Women,13.6,12.4,14.7,11.9,13.5,1.7,1.8,Finals,2019,2019-Canada Cup 2,Final 1,0.0,CLEGG Sina - CAN
BERGEVIN Mikela - CAN - Canadian Selections 2 - 2019 - Qualification 1,67.62,6,Women,14.6,16.7,16.1,15.9,16.5,5.6,5.4,Qualification,2019,2019-Canadian Selections 2,Qualification 1,0.0,BERGEVIN Mikela - CAN
WALKER Leda - CAN - Canada Cup 2 - 2019 - Qualification 1,60.28,4,Women,14.4,14.1,13.7,15.2,14.8,8.2,8.1,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,WALKER Leda - CAN
BUTTERWORTH Cassidy - CAN - Canada Cup 1 - 2019 - Qualification 2,56.55,5,Women,15.3,14.2,15.1,14.1,15.2,5.9,5.6,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,BUTTERWORTH Cassidy - CAN
GIBSON Olivia - CAN - Canada Cup 1 - 2019 - Qualification 1,62.83,6,Women,16.5,16.0,15.5,15.1,15.5,6.4,5.9,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,GIBSON Olivia - CAN
LINTON Jessica - CAN - Canada Cup 1 - 2019 - Final 1,62.89,4,Women,15.0,15.2,15.3,14.9,15.0,6.4,6.5,Finals,2019,2019-Canada Cup 1,Final 1,0.0,LINTON Jessica - CAN
SCHWINGHAMER Mackenzie - CAN - Canadian Selections 1 - 2019 - Final 1,62.36,8,Women,15.2,14.7,15.2,15.9,16.8,5.0,4.5,Finals,2019,2019-Canadian Selections 1,Final 1,0.0,SCHWINGHAMER Mackenzie - CAN
TODD Kassidy - CAN - Canadian Selections 1 - 2019 - Qualification 1,54.85,11,Women,14.1,15.0,13.7,14.9,11.0,4.2,5.4,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,TODD Kassidy - CAN
ENGLISH Karisa - CAN - Canada Cup 2 - 2019 - Final 1,54.85,7,Women,15.1,14.8,13.5,15.3,14.3,6.7,6.9,Finals,2019,2019-Canada Cup 2,Final 1,0.0,ENGLISH Karisa - CAN
LINTON Jessica - CAN - Canada Cup 2 - 2019 - Qualification 2,64.43,2,Women,15.8,15.7,16.8,15.7,15.5,6.0,5.7,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,LINTON Jessica - CAN
WHITFORD Elisabeth - CAN - Canada Cup 1 - 2019 - Qualification 1,64.43,5,Women,15.5,16.1,15.0,16.1,15.8,7.9,7.9,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,WHITFORD Elisabeth - CAN
SCHWINGHAMER Mackenzie - CAN - Canadian Selections 1 - 2019 - Qualification 1,42.6,15,Women,13.3,12.9,13.4,13.4,4.0,6.8,6.7,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,SCHWINGHAMER Mackenzie - CAN
CAPICIK Chase - CAN - Canadian Selections 1 - 2019 - Qualification 1,0.3,19,Women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,CAPICIK Chase - CAN
KOEHLER Kaylee - CAN - Canada Cup 1 - 2019 - Qualification 1,69.38,3,Women,16.2,15.8,16.2,15.5,15.8,6.0,5.8,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,KOEHLER Kaylee - CAN
TODD Kassidy - CAN - Canada Cup 2 - 2019 - Qualification 1,36.29,20,Women,14.5,14.5,15.1,14.0,14.0,4.0,4.0,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,TODD Kassidy - CAN
SCHWINGHAMMER Maia - CAN - Canadian Selections 1 - 2019 - Qualification 1,77.57,1,Women,18.2,18.0,16.6,17.4,16.5,7.0,8.0,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,SCHWINGHAMMER Maia - CAN
GODBOUT Rowanne - CAN - Canada Cup 2 - 2019 - Final 1,59.27,5,Women,14.5,14.2,15.9,13.8,14.9,6.5,6.4,Finals,2019,2019-Canada Cup 2,Final 1,0.0,GODBOUT Rowanne - CAN
SPARROW Demitra - CAN - Canada Cup 2 - 2019 - Qualification 2,41.87,9,Women,14.2,14.3,13.0,11.9,12.5,4.7,4.5,Qualification,2019,2019-Canada Cup 2,Qualification 2,0.0,SPARROW Demitra - CAN
STODDART Clare - CAN - Canada Cup 1 - 2019 - Qualification 1,47.19,19,Women,11.4,11.8,12.8,12.2,12.5,4.0,4.6,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,STODDART Clare - CAN
CAPICIK Chase - CAN - Canada Cup 2 - 2019 - Final 1,64.85,3,Women,15.4,15.6,15.7,15.8,15.7,7.2,7.3,Finals,2019,2019-Canada Cup 2,Final 1,0.0,CAPICIK Chase - CAN
BUTTERWORTH Cassidy - CAN - Canada Cup 2 - 2019 - Qualification 1,48.41,10,Women,13.9,14.5,14.8,12.9,12.5,6.7,6.7,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,BUTTERWORTH Cassidy - CAN
YANAGIMOTO Rino - JPN - Canadian Selections 1 - 2019 - Qualification 1,70.15,4,Women,15.2,15.6,15.1,16.8,16.5,6.5,7.0,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,YANAGIMOTO Rino - JPN
DELSAME Florence - CAN - Canadian Selections 1 - 2019 - Qualification 1,75.72,2,Women,17.8,18.2,17.4,16.4,17.5,7.4,8.4,Qualification,2019,2019-Canadian Selections 1,Qualification 1,0.0,DELSAME Florence - CAN
STODDART Clare - CAN - Canada Cup 2 - 2019 - Qualification 1,39.87,17,Women,14.2,13.8,13.6,13.9,13.7,6.8,6.9,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,STODDART Clare - CAN
CAPICIK Chase - CAN - Canadian Selections 2 - 2019 - Qualification 2,15.36,9,Women,13.9,16.2,12.8,12.3,12.1,4.0,3.9,Qualification,2019,2019-Canadian Selections 2,Qualification 2,0.0,CAPICIK Chase - CAN
SCHWINGHAMER Mackenzie - CAN - Canada Cup 1 - 2019 - Qualification 1,70.82,2,Women,15.6,16.2,15.8,15.6,16.4,6.8,7.6,Qualification,2019,2019-Canada Cup 1,Qualification 1,0.0,SCHWINGHAMER Mackenzie - CAN
HURRY Kiera - CAN - Canada Cup 1 - 2019 - Qualification 2,48.18,15,Women,14.3,14.1,14.8,13.1,12.7,4.9,4.2,Qualification,2019,2019-Canada Cup 1,Qualification 2,0.0,HURRY Kiera - CAN
BOYCHUK Jada - CAN - Canada Cup 2 - 2019 - Qualification 1,27.48,24,Women,13.0,12.6,12.9,13.6,13.8,5.8,5.7,Qualification,2019,2019-Canada Cup 2,Qualification 1,0.0,BOYCHUK Jada - CAN
